candidate_id,doc_id,asset_id,image_path,image_name,candidate_index,smiles,canonical_smiles,rdkit_valid,rdkit_error,smiles_source,source_tool,status,molecule_label,page_key,page_image,source_page_no,source_task_ids,source_asset_ids,nearest_label,bbox_json,raw_output,created_at
uniparser_mol_08fe5be7a3085223,doi_1464033328326402,table_e43988c04a8e5c3c,data/work/doi_1464033328326402/uniparser/crops/b70ccb10b7d00e4c/uniparser_mol_08fe5be7a3085223.png,uniparser_mol_08fe5be7a3085223.png,21,*C(CCCCNC(=O)*)=O<sep><a>0:<dum></a><a>9:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,b70ccb10b7d00e4c,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png,,"[""task_4161eaa8526f5608""]","[""table_e43988c04a8e5c3c""]",,"{""float_xyxy"": [0.28685655639069907, 0.6471383426966292, 0.36814323533767773, 0.6687763342696629], ""crop_xyxy"": [479, 1435, 626, 1493], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.28685655639069907, 0.6471383426966292, 0.36814323533767773, 0.6687763342696629], ""page"": 0, ""is_markush"": true, ""str"": ""****C(CCCCNC(=O)*)=O<sep><a>0:<dum></a><a>9:<dum></a>***\n""}",2026-05-29 08:34:44
uniparser_mol_821207155d95586f,doi_1464033328326402,fig_5c7927db96985ed7,data/work/doi_1464033328326402/uniparser/crops/90203e834acaf927/uniparser_mol_821207155d95586f.png,uniparser_mol_821207155d95586f.png,21,*N1CCN(*)CC1<sep><a>0:<dum></a><a>5:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,90203e834acaf927,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_004.png,,"[""task_fe493d581230504c"", ""task_2f33b9e374215d75""]","[""fig_5c7927db96985ed7"", ""fig_bfcabe55bebf5382""]",,"{""float_xyxy"": [0.8301938314573459, 0.5232608409410112, 0.8929414432760664, 0.5459807320926966], ""crop_xyxy"": [1397, 1160, 1511, 1219], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_004.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.8301938314573459, 0.5232608409410112, 0.8929414432760664, 0.5459807320926966], ""page"": 0, ""is_markush"": true, ""str"": ""****N1CCN(*)CC1<sep><a>0:<dum></a><a>5:<dum></a>***\n""}",2026-05-29 08:34:34
uniparser_mol_c80580655e7c533d,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_c80580655e7c533d.png,uniparser_mol_c80580655e7c533d.png,21,**C(N1CCC2(CCN(C(=O)*)CC2)CC1)=O<sep><a>0:<dum></a><a>1:CH2</a><a>12:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.6583509399992595, 0.3463702598314607, 0.7681592606820201, 0.40046523876404494], ""crop_xyxy"": [1104, 764, 1304, 898], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.6583509399992595, 0.3463702598314607, 0.7681592606820201, 0.40046523876404494], ""page"": 0, ""is_markush"": true, ""str"": ""*****C(N1CCC2(CCN(C(=O)*)CC2)CC1)=O<sep><a>0:<dum></a><a>1:CH2</a><a>12:<dum></a>***\n""}",2026-05-29 08:34:26
uniparser_mol_0e21e07c8e2154a2,doi_1464033328326402,table_e43988c04a8e5c3c,data/work/doi_1464033328326402/uniparser/crops/b70ccb10b7d00e4c/uniparser_mol_0e21e07c8e2154a2.png,uniparser_mol_0e21e07c8e2154a2.png,22,*[C@H](C1C=CC(CC(C)C)=CC=1)C<sep><a>0:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,b70ccb10b7d00e4c,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png,,"[""task_4161eaa8526f5608""]","[""table_e43988c04a8e5c3c""]",,"{""float_xyxy"": [0.39345619237818424, 0.6828410287921348, 0.46975158402140105, 0.7120523174157304], ""crop_xyxy"": [659, 1514, 798, 1589], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.39345619237818424, 0.6828410287921348, 0.46975158402140105, 0.7120523174157304], ""page"": 0, ""is_markush"": true, ""str"": ""****[C@H](C1C=CC(CC(C)C)=CC=1)C<sep><a>0:<dum></a>***\n""}",2026-05-29 08:34:44
uniparser_mol_274c8e88e3e15a27,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_274c8e88e3e15a27.png,uniparser_mol_274c8e88e3e15a27.png,22,**C(N1CCC2(CCN(C(=O)*)CC2)CC1)=O<sep><a>0:<dum></a><a>1:CH2</a><a>12:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.7688723017254147, 0.3463702598314607, 0.8786806224081753, 0.40046523876404494], ""crop_xyxy"": [1291, 764, 1490, 898], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.7688723017254147, 0.3463702598314607, 0.8786806224081753, 0.40046523876404494], ""page"": 0, ""is_markush"": true, ""str"": ""*****C(N1CCC2(CCN(C(=O)*)CC2)CC1)=O<sep><a>0:<dum></a><a>1:CH2</a><a>12:<dum></a>***\n""}",2026-05-29 08:34:26
uniparser_mol_7c96f856319e5ac1,doi_1464033328326402,fig_5c7927db96985ed7,data/work/doi_1464033328326402/uniparser/crops/90203e834acaf927/uniparser_mol_7c96f856319e5ac1.png,uniparser_mol_7c96f856319e5ac1.png,22,*N1CC2(CN(*)CC2)CC1<sep><a>0:<dum></a><a>6:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,90203e834acaf927,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_004.png,,"[""task_fe493d581230504c"", ""task_2f33b9e374215d75""]","[""fig_5c7927db96985ed7"", ""fig_bfcabe55bebf5382""]",,"{""float_xyxy"": [0.7396376189462381, 0.5881748156601123, 0.8166460516328495, 0.6184680038623596], ""crop_xyxy"": [1244, 1304, 1383, 1381], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_004.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.7396376189462381, 0.5881748156601123, 0.8166460516328495, 0.6184680038623596], ""page"": 0, ""is_markush"": true, ""str"": ""****N1CC2(CN(*)CC2)CC1<sep><a>0:<dum></a><a>6:<dum></a>***\n""}",2026-05-29 08:34:34
uniparser_mol_69d8a58000385057,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_69d8a58000385057.png,uniparser_mol_69d8a58000385057.png,23,Brc1cnc(I)nc1,Brc1cnc(I)nc1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.10431804928169432, 0.48620578037219103, 0.16563957901362558, 0.5162284936797753], ""crop_xyxy"": [172, 1078, 284, 1153], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.10431804928169432, 0.48620578037219103, 0.16563957901362558, 0.5162284936797753], ""page"": 0, ""is_markush"": false, ""str"": ""***Brc1cnc(I)nc1***\n""}",2026-05-29 08:34:26
uniparser_mol_a45a1a19967c5ba0,doi_1464033328326402,table_e43988c04a8e5c3c,data/work/doi_1464033328326402/uniparser/crops/b70ccb10b7d00e4c/uniparser_mol_a45a1a19967c5ba0.png,uniparser_mol_a45a1a19967c5ba0.png,23,*C(CCCCNC(=O)*)=O<sep><a>0:<dum></a><a>9:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,b70ccb10b7d00e4c,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png,,"[""task_4161eaa8526f5608""]","[""table_e43988c04a8e5c3c""]",,"{""float_xyxy"": [0.28685655639069907, 0.6871686271067415, 0.36814323533767773, 0.7098885182584269], ""crop_xyxy"": [479, 1524, 626, 1585], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.28685655639069907, 0.6871686271067415, 0.36814323533767773, 0.7098885182584269], ""page"": 0, ""is_markush"": true, ""str"": ""****C(CCCCNC(=O)*)=O<sep><a>0:<dum></a><a>9:<dum></a>***\n""}",2026-05-29 08:34:44
uniparser_mol_c6cb166ddc0c56a9,doi_1464033328326402,fig_5c7927db96985ed7,data/work/doi_1464033328326402/uniparser/crops/90203e834acaf927/uniparser_mol_c6cb166ddc0c56a9.png,uniparser_mol_c6cb166ddc0c56a9.png,23,*N1CC2C(CN(C2)*)C1<sep><a>0:<dum></a><a>8:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,90203e834acaf927,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_004.png,,"[""task_fe493d581230504c"", ""task_2f33b9e374215d75""]","[""fig_5c7927db96985ed7"", ""fig_bfcabe55bebf5382""]",,"{""float_xyxy"": [0.823776462066795, 0.593043363764045, 0.9007848947534064, 0.6146813553370787], ""crop_xyxy"": [1386, 1315, 1526, 1373], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_004.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.823776462066795, 0.593043363764045, 0.9007848947534064, 0.6146813553370787], ""page"": 0, ""is_markush"": true, ""str"": ""****N1CC2C(CN(C2)*)C1<sep><a>0:<dum></a><a>8:<dum></a>***\n""}",2026-05-29 08:34:34
uniparser_mol_50804b94c2ea50b9,doi_1464033328326402,table_e43988c04a8e5c3c,data/work/doi_1464033328326402/uniparser/crops/b70ccb10b7d00e4c/uniparser_mol_50804b94c2ea50b9.png,uniparser_mol_50804b94c2ea50b9.png,24,*C(CCCCNC(=O)*)=O<sep><a>0:<dum></a><a>9:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,b70ccb10b7d00e4c,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png,,"[""task_4161eaa8526f5608""]","[""table_e43988c04a8e5c3c""]",,"{""float_xyxy"": [0.2861435153473045, 0.7261170119382022, 0.3674301942942832, 0.7488369030898876], ""crop_xyxy"": [478, 1611, 625, 1671], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.2861435153473045, 0.7261170119382022, 0.3674301942942832, 0.7488369030898876], ""page"": 0, ""is_markush"": true, ""str"": ""****C(CCCCNC(=O)*)=O<sep><a>0:<dum></a><a>9:<dum></a>***\n""}",2026-05-29 08:34:44
uniparser_mol_da7fa65419495213,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_da7fa65419495213.png,uniparser_mol_da7fa65419495213.png,24,OCc1cccc(B(O)O)c1,OCc1cccc(B(O)O)c1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.19843946700977488, 0.47295251053370785, 0.27116965343601895, 0.5292112886235955], ""crop_xyxy"": [330, 1047, 463, 1182], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.19843946700977488, 0.47295251053370785, 0.27116965343601895, 0.5292112886235955], ""page"": 0, ""is_markush"": false, ""str"": ""***OCc1cccc(B(O)O)c1***\n""}",2026-05-29 08:34:26
uniparser_mol_d6654a695eb25e3a,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_d6654a695eb25e3a.png,uniparser_mol_d6654a695eb25e3a.png,25,OCc1cccc(-c2ncc(Br)cn2)c1,OCc1cccc(-c2ncc(Br)cn2)c1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.3328477036896475, 0.479443908005618, 0.4533516400233264, 0.5227198911516854], ""crop_xyxy"": [554, 1059, 773, 1171], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.3328477036896475, 0.479443908005618, 0.4533516400233264, 0.5227198911516854], ""page"": 0, ""is_markush"": false, ""str"": ""***OCc1cccc(-c2ncc(Br)cn2)c1***\n""}",2026-05-29 08:34:26
uniparser_mol_f41d54aaa7725c4d,doi_1464033328326402,table_e43988c04a8e5c3c,data/work/doi_1464033328326402/uniparser/crops/b70ccb10b7d00e4c/uniparser_mol_f41d54aaa7725c4d.png,uniparser_mol_f41d54aaa7725c4d.png,25,*C1C2CC(C2)C1<sep><a>0:<dum></a>,,0,rdkit_parse_failed,uniparser_molecule,uniparser,review_markush,,b70ccb10b7d00e4c,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png,,"[""task_4161eaa8526f5608""]","[""table_e43988c04a8e5c3c""]",,"{""float_xyxy"": [0.41342134159323163, 0.7261170119382022, 0.44978643480635366, 0.7488369030898876], ""crop_xyxy"": [694, 1612, 763, 1670], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_006.png""}","{""class"": ""molecule"", ""confidence"": 0.06125, ""float_xyxy"": [0.41342134159323163, 0.7261170119382022, 0.44978643480635366, 0.7488369030898876], ""page"": 0, ""is_markush"": true, ""str"": ""****C1C2CC(C2)C1<sep><a>0:<dum></a>***\n""}",2026-05-29 08:34:44
uniparser_mol_0915a553ac005f32,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_0915a553ac005f32.png,uniparser_mol_0915a553ac005f32.png,26,CC(C)(C)[Si](OCc1cccc(-c2ncc(Br)cn2)c1)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OCc1cccc(-c2ncc(Br)cn2)c1)(c1ccccc1)c1ccccc1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.5153862107986522, 0.47890295821629214, 0.6612031041728377, 0.5210970417837079], ""crop_xyxy"": [861, 1057, 1125, 1168], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.5153862107986522, 0.47890295821629214, 0.6612031041728377, 0.5210970417837079], ""page"": 0, ""is_markush"": false, ""str"": ""***CC(C)(C)[Si](OCc1cccc(-c2ncc(Br)cn2)c1)(c1ccccc1)c1ccccc1***\n""}",2026-05-29 08:34:26
uniparser_mol_c472c3e69c5f52db,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_c472c3e69c5f52db.png,uniparser_mol_c472c3e69c5f52db.png,27,CC1(C)OB(c2cnc(-c3cccc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)c3)nc2)OC1(C)C,CC1(C)OB(c2cnc(-c3cccc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)c3)nc2)OC1(C)C,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.7218115928613744, 0.4680839624297753, 0.8972196895364336, 0.5319160375702248], ""crop_xyxy"": [1207, 1030, 1526, 1195], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.7218115928613744, 0.4680839624297753, 0.8972196895364336, 0.5319160375702248], ""page"": 0, ""is_markush"": false, ""str"": ""***CC1(C)OB(c2cnc(-c3cccc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)c3)nc2)OC1(C)C***\n""}",2026-05-29 08:34:26
uniparser_mol_9573c65f1923533a,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_9573c65f1923533a.png,uniparser_mol_9573c65f1923533a.png,28,CC(C)(C)[Si](OCc1cccc(-c2ncc(O)cn2)c1)(c1ccccc1)c1ccccc1,CC(C)(C)[Si](OCc1cccc(-c2ncc(O)cn2)c1)(c1ccccc1)c1ccccc1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.15476570310185872, 0.578978669241573, 0.3032565003887737, 0.6211727528089888], ""crop_xyxy"": [251, 1278, 522, 1392], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.15476570310185872, 0.578978669241573, 0.3032565003887737, 0.6211727528089888], ""page"": 0, ""is_markush"": false, ""str"": ""***CC(C)(C)[Si](OCc1cccc(-c2ncc(O)cn2)c1)(c1ccccc1)c1ccccc1***\n""}",2026-05-29 08:34:26
uniparser_mol_e56f6e307dbf53f5,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_e56f6e307dbf53f5.png,uniparser_mol_e56f6e307dbf53f5.png,29,CC(C)(C)OC(=O)N1CCC(COc2cnc(-c3cccc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)c3)nc2)CC1,CC(C)(C)OC(=O)N1CCC(COc2cnc(-c3cccc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)c3)nc2)CC1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.36529107116409953, 0.5708644224016854, 0.5756381789654917, 0.6282051000702247], ""crop_xyxy"": [603, 1256, 986, 1412], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.36529107116409953, 0.5708644224016854, 0.5756381789654917, 0.6282051000702247], ""page"": 0, ""is_markush"": false, ""str"": ""***CC(C)(C)OC(=O)N1CCC(COc2cnc(-c3cccc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)c3)nc2)CC1***\n""}",2026-05-29 08:34:26
uniparser_mol_bb783a9dd7d4545a,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_bb783a9dd7d4545a.png,uniparser_mol_bb783a9dd7d4545a.png,30,CC(C)(C)OC(=O)N1CCC(COc2cnc(-c3cccc(CO)c3)nc2)CC1,CC(C)(C)OC(=O)N1CCC(COc2cnc(-c3cccc(CO)c3)nc2)CC1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.6337510240021476, 0.5719463219803371, 0.8166460516328495, 0.6282051000702247], ""crop_xyxy"": [1058, 1261, 1390, 1410], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.6337510240021476, 0.5719463219803371, 0.8166460516328495, 0.6282051000702247], ""page"": 0, ""is_markush"": false, ""str"": ""***CC(C)(C)OC(=O)N1CCC(COc2cnc(-c3cccc(CO)c3)nc2)CC1***\n""}",2026-05-29 08:34:26
uniparser_mol_3fa7f6ca932659cf,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_3fa7f6ca932659cf.png,uniparser_mol_3fa7f6ca932659cf.png,31,N#Cc1cccc(B(O)O)c1,N#Cc1cccc(B(O)O)c1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.08595724241428465, 0.6731039325842697, 0.14870485423300503, 0.7239532127808989], ""crop_xyxy"": [141, 1494, 255, 1615], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.08595724241428465, 0.6731039325842697, 0.14870485423300503, 0.7239532127808989], ""page"": 0, ""is_markush"": false, ""str"": ""***N#Cc1cccc(B(O)O)c1***\n""}",2026-05-29 08:34:26
uniparser_mol_6428d0bedfe25208,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_6428d0bedfe25208.png,uniparser_mol_6428d0bedfe25208.png,32,COc1ccc(Br)nn1,COc1ccc(Br)nn1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.18061344092491113, 0.6839229283707865, 0.25405666839454977, 0.7131342169943821], ""crop_xyxy"": [301, 1518, 433, 1591], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.18061344092491113, 0.6839229283707865, 0.25405666839454977, 0.7131342169943821], ""page"": 0, ""is_markush"": false, ""str"": ""***COc1ccc(Br)nn1***\n""}",2026-05-29 08:34:26
uniparser_mol_67dcc514c7295430,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_67dcc514c7295430.png,uniparser_mol_67dcc514c7295430.png,33,COc1ccc(-c2cccc(C#N)c2)nn1,COc1ccc(-c2cccc(C#N)c2)nn1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.31537819812648105, 0.6768905811095506, 0.42732564193942535, 0.720166564255618], ""crop_xyxy"": [525, 1499, 728, 1609], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.31537819812648105, 0.6768905811095506, 0.42732564193942535, 0.720166564255618], ""page"": 0, ""is_markush"": false, ""str"": ""***COc1ccc(-c2cccc(C#N)c2)nn1***\n""}",2026-05-29 08:34:26
uniparser_mol_76a68a190d5d5470,doi_1464033328326402,fig_450605d4cde55a4b,data/work/doi_1464033328326402/uniparser/crops/51351b0f2b6f43ea/uniparser_mol_76a68a190d5d5470.png,uniparser_mol_76a68a190d5d5470.png,34,N#Cc1cccc(-c2ccc(=O)[nH]n2)c1,N#Cc1cccc(-c2ccc(=O)[nH]n2)c1,1,,uniparser_molecule,uniparser,parsed,,51351b0f2b6f43ea,/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png,,"[""task_c8918e9aae3e537d"", ""task_e26bed457f425c26""]","[""fig_450605d4cde55a4b"", ""fig_9f22482961005fc0""]",,"{""float_xyxy"": [0.48936021271475116, 0.6731039325842697, 0.5920381229635664, 0.7228713132022472], ""crop_xyxy"": [820, 1492, 1005, 1614], ""page_image"": ""/root/autodl-tmp/ipm_eagle/data/work/doi_1464033328326402/pages/page_003.png""}","{""class"": ""molecule"", ""confidence"": 1.0, ""float_xyxy"": [0.48936021271475116, 0.6731039325842697, 0.5920381229635664, 0.7228713132022472], ""page"": 0, ""is_markush"": false, ""str"": ""***N#Cc1cccc(-c2ccc(=O)[nH]n2)c1***\n""}",2026-05-29 08:34:26
